0;0;0;0;land;false;unknown;0
1;49;44;1;land;true;plains;1
2;64;92;1;land;false;plains;1
3;36;54;1;land;false;plains;1
4;44;24;1;land;false;plains;1
5;81;37;1;land;false;plains;1
6;71;39;1;land;false;plains;1
7;43;45;1;land;false;plains;1
8;38;59;1;land;false;plains;1
9;27;45;1;land;false;plains;1
10;213;8;1;land;false;plains;1
11;205;9;1;land;false;plains;1
12;177;20;1;land;false;plains;1
13;246;48;1;land;false;plains;1
14;214;1;1;land;false;plains;1
15;241;44;1;land;false;plains;1
16;189;14;1;land;false;plains;1
17;182;23;1;land;false;plains;1
18;212;12;1;land;false;plains;1
19;229;125;1;land;false;plains;1
20;184;143;1;land;false;plains;1
21;193;124;1;land;false;plains;1
22;205;107;1;land;false;hills;1
23;208;86;1;land;false;hills;1
24;200;104;1;land;false;hills;1
25;228;144;1;land;false;hills;1
26;214;128;1;land;false;hills;1
27;37;130;128;lake;false;lakes;0
28;61;38;128;lake;false;lakes;0
29;175;184;1;land;false;plains;1
30;178;149;1;land;false;plains;1
31;223;189;1;land;false;plains;1
32;184;176;1;land;false;plains;1
33;175;215;1;land;false;plains;1
34;189;161;1;land;false;plains;1
35;204;144;1;land;false;plains;1
36;179;149;1;land;false;mountain;1
37;216;195;1;land;false;mountain;1
38;230;194;1;land;false;hills;1
39;201;199;1;land;false;plains;1
40;153;161;1;land;false;hills;1
41;189;157;1;land;false;plains;1
42;195;159;1;land;false;plains;1
43;188;152;1;land;false;plains;1
44;156;152;1;land;false;plains;1
45;178;182;1;land;false;plains;1
46;22;25;1;land;false;plains;1
47;84;21;1;land;false;mountain;1
48;84;57;1;land;false;mountain;1
49;78;35;1;land;false;mountain;1
50;82;84;1;land;false;hills;1
51;20;65;1;land;false;plains;1
52;91;73;1;land;false;plains;1
53;80;89;1;land;false;plains;1
54;28;55;1;land;false;plains;1
55;91;45;1;land;false;plains;1
56;77;31;1;land;false;hills;1
57;45;73;1;land;false;hills;1
58;41;66;1;land;false;mountain;1
59;30;44;1;land;false;plains;1
60;84;61;1;land;false;hills;1
61;23;68;1;land;false;plains;1
62;53;31;1;land;false;hills;1
63;31;51;1;land;false;plains;1
64;23;49;1;land;false;plains;1
65;29;90;1;land;false;plains;1
66;192;171;1;land;false;plains;1
67;239;181;1;land;false;plains;1
68;207;188;1;land;false;plains;1
69;254;221;1;land;false;plains;1
70;243;225;1;land;false;plains;1
71;196;212;1;land;false;plains;1
72;237;192;1;land;false;hills;1
73;225;222;1;land;false;plains;1
74;198;207;1;land;false;plains;1
75;235;220;1;land;false;plains;1
76;230;207;1;land;false;hills;1
77;170;180;1;land;false;hills;1
78;188;145;1;land;false;plains;1
79;134;196;1;land;false;plains;1
80;191;158;1;land;false;plains;1
81;189;197;1;land;false;plains;1
82;158;197;1;land;false;plains;1
83;153;206;1;land;false;hills;1
84;244;118;1;land;false;plains;1
85;229;139;1;land;false;hills;1
86;210;129;1;land;false;mountain;1
87;249;86;1;land;false;hills;1
88;53;232;1;land;false;plains;1
89;35;209;1;land;false;plains;1
90;63;208;1;land;false;plains;1
91;39;215;1;land;false;plains;1
92;49;213;1;land;false;plains;1
93;79;208;1;land;false;plains;1
94;24;220;1;land;false;plains;1
95;86;218;1;land;false;plains;1
96;55;224;1;land;false;plains;1
97;71;198;1;land;false;plains;1
98;55;237;1;land;false;hills;1
99;39;218;1;land;false;mountain;1
100;78;218;1;land;false;mountain;1
101;84;199;1;land;false;hills;1
102;97;204;1;land;false;hills;1
103;63;202;1;land;false;hills;1
104;90;220;1;land;false;mountain;1
105;84;240;1;land;false;hills;1
106;100;191;1;land;false;plains;1
107;94;192;1;land;false;plains;1
108;57;230;1;land;false;plains;1
109;86;245;1;land;false;plains;1
110;57;225;1;land;false;plains;1
111;128;194;1;land;false;plains;1
112;90;212;1;land;false;plains;1
113;70;205;1;land;false;plains;1
114;87;246;1;land;false;plains;1
115;123;234;1;land;false;plains;1
116;99;193;1;land;false;hills;1
117;87;226;1;land;false;plains;1
118;66;198;1;land;false;plains;1
119;94;232;1;land;true;plains;1
120;87;231;1;land;true;plains;1
121;55;205;1;land;true;plains;1
122;248;38;1;land;false;plains;1
123;248;33;1;land;false;plains;1
124;191;99;1;land;false;plains;1
125;210;70;1;land;false;hills;1
126;76;249;1;land;false;plains;1
127;170;201;1;land;false;plains;1
128;237;218;1;land;false;hills;1
129;154;210;1;land;false;plains;1
130;81;248;1;land;false;plains;1
131;190;178;1;land;false;plains;1
132;189;72;1;land;false;plains;1
133;125;199;1;land;false;plains;1
134;33;65;1;land;false;plains;1
135;240;181;1;land;false;mountain;1
136;241;140;1;land;false;plains;1
137;58;206;1;land;false;hills;1
138;190;150;1;land;false;plains;1
139;80;247;1;land;false;mountain;1
140;237;31;1;land;false;plains;1
141;193;179;1;land;false;hills;1
142;193;147;1;land;false;hills;1
143;225;16;1;land;false;plains;1
144;212;159;1;land;false;hills;1
145;82;214;1;land;false;hills;1
146;51;226;1;land;false;plains;1
147;59;19;1;land;false;plains;1
148;208;111;1;land;false;plains;1
149;194;184;1;land;false;hills;1
150;202;190;1;land;false;plains;1
151;86;190;1;land;false;hills;1
152;91;204;1;land;false;hills;1
153;86;194;1;land;false;hills;1
154;196;12;1;land;false;plains;1
155;187;177;1;land;false;plains;1
156;250;134;1;land;false;mountain;1
157;69;218;1;land;false;hills;1
158;56;231;1;land;true;plains;1
159;55;71;1;land;false;hills;1
160;200;216;1;land;false;plains;1
161;73;31;1;land;false;plains;1
162;68;46;1;land;false;plains;1
163;45;82;1;land;false;plains;1
164;214;157;1;land;false;plains;1
165;21;45;1;land;false;mountain;1
166;60;22;1;land;false;plains;1
167;212;171;1;land;false;plains;1
168;254;121;1;land;false;mountain;1
169;26;236;1;land;false;mountain;1
170;64;26;1;land;false;plains;1
171;225;74;1;land;false;plains;1
172;181;157;1;land;false;plains;1
173;87;88;1;land;false;plains;1
174;25;54;1;land;false;hills;1
175;52;198;1;land;false;plains;1
176;133;213;1;land;false;plains;1
177;87;15;1;land;false;plains;1
178;206;221;1;land;false;plains;1
179;236;194;1;land;false;plains;1
180;159;166;1;land;false;plains;1
181;26;210;1;land;false;plains;1
182;37;222;1;land;false;mountain;1
183;235;5;1;land;false;plains;1
184;251;5;1;land;false;plains;1
185;39;82;1;land;false;plains;1
186;61;62;1;land;false;hills;1
187;34;239;1;land;false;plains;1
188;94;228;1;land;false;plains;1
189;194;176;1;land;false;hills;1
190;40;191;1;land;false;hills;1
191;64;191;1;land;false;plains;1
192;214;19;1;land;false;plains;1
193;207;217;1;land;false;plains;1
194;176;193;1;land;false;mountain;1
195;98;228;1;land;false;plains;1
196;57;238;1;land;false;plains;1
197;57;208;1;land;false;hills;1
198;157;220;1;land;false;plains;1
199;54;57;1;land;false;plains;1
200;125;229;1;land;false;hills;1
201;198;182;1;land;false;plains;1
202;208;204;1;land;false;plains;1
203;183;188;1;land;false;plains;1
204;193;151;1;land;false;hills;1
205;84;235;1;land;false;mountain;1
206;131;229;1;land;false;plains;1
207;235;127;1;land;false;hills;1
208;173;192;1;land;false;plains;1
209;166;164;1;land;false;plains;1
210;92;206;1;land;false;hills;1
211;96;213;1;land;false;hills;1
212;225;28;1;land;false;plains;1
213;224;121;1;land;false;hills;1
214;22;17;1;land;false;mountain;1
215;30;247;1;land;false;plains;1
216;77;245;1;land;false;plains;1
217;233;28;1;land;false;plains;1
218;185;186;1;land;false;mountain;1
219;31;27;1;land;false;plains;1
220;63;65;1;land;false;hills;1
221;230;63;1;land;false;hills;1
222;206;12;1;land;false;hills;1
223;104;220;1;land;false;plains;1
224;221;221;1;land;false;plains;1
225;229;189;1;land;false;hills;1
226;83;246;1;land;false;mountain;1
227;124;211;1;land;false;hills;1
228;217;101;1;land;false;hills;1
229;182;146;1;land;false;mountain;1
230;29;85;1;land;false;plains;1
231;70;226;1;land;false;hills;1
232;222;222;1;land;false;plains;1
233;139;159;1;land;false;plains;1
234;29;58;1;land;false;plains;1
235;56;232;1;land;false;mountain;1
236;95;45;1;land;false;plains;1
237;238;196;1;land;false;plains;1
238;65;222;1;land;false;plains;1
239;57;38;1;land;false;plains;1
240;74;66;1;land;false;plains;1
241;87;63;1;land;false;hills;1
242;58;232;1;land;false;hills;1
243;171;205;1;land;false;mountain;1
244;80;67;1;land;false;plains;1
245;233;101;1;land;false;plains;1
246;66;212;1;land;false;plains;1
247;183;155;1;land;false;plains;1
248;90;46;1;land;false;hills;1
249;218;220;1;land;false;mountain;1
250;103;207;1;land;false;mountain;1
251;114;243;1;land;true;plains;1
252;235;57;1;land;false;hills;1
253;83;39;1;land;false;plains;1
254;239;194;1;land;false;plains;1
255;236;230;1;land;false;mountain;1
256;30;68;1;land;false;plains;1
257;208;34;1;land;false;plains;1
258;217;209;1;land;false;hills;1
259;123;241;1;land;false;plains;1
260;87;198;1;land;false;mountain;1
261;239;128;1;land;false;plains;1
262;160;151;1;land;false;mountain;1
263;51;40;1;land;false;hills;1
264;252;29;1;land;false;plains;1
265;167;193;1;land;false;plains;1
266;24;84;1;land;false;plains;1
267;215;196;1;land;false;plains;1
268;224;206;1;land;false;plains;1
269;93;210;1;land;false;plains;1
270;37;54;1;land;false;plains;1
271;57;18;1;land;false;plains;1
272;194;28;1;land;false;plains;1
273;186;16;1;land;false;plains;1
274;161;199;1;land;false;plains;1
275;132;208;1;land;false;mountain;1
276;88;79;1;land;false;plains;1
277;78;245;1;land;false;hills;1
278;75;92;1;land;false;plains;1
279;33;17;1;land;false;hills;1
280;44;53;1;land;true;plains;1
281;210;202;1;land;false;hills;1
282;221;214;1;land;false;plains;1
283;64;227;1;land;false;hills;1
284;68;238;1;land;false;hills;1
285;182;169;1;land;false;plains;1
286;63;231;1;land;false;hills;1
287;56;245;1;land;false;mountain;1
288;188;114;1;land;false;plains;1
289;165;219;1;land;false;plains;1
290;60;48;1;land;false;plains;1
291;34;59;1;land;false;plains;1
292;76;30;1;land;false;plains;1
293;46;21;1;land;false;plains;1
294;246;229;1;land;false;mountain;1
295;57;72;1;land;false;hills;1
296;48;200;1;land;false;hills;1
297;81;235;1;land;false;mountain;1
298;214;18;1;land;false;plains;1
299;81;247;1;land;false;plains;1
300;182;26;1;land;false;hills;1
301;16;32;1;land;false;hills;1
302;210;189;1;land;false;hills;1
303;29;233;1;land;false;hills;1
304;206;150;1;land;false;plains;1
305;204;183;1;land;false;hills;1
306;68;245;1;land;true;plains;1
307;219;135;1;land;false;hills;1
308;87;230;1;land;false;plains;1
309;219;2;1;land;false;plains;1
310;194;160;1;land;false;plains;1
311;69;13;1;land;false;hills;1
312;34;233;1;land;false;plains;1
313;72;215;1;land;false;hills;1
314;95;211;1;land;false;hills;1
315;24;80;1;land;false;plains;1
316;225;45;1;land;false;plains;1
317;244;123;1;land;false;hills;1
318;191;93;1;land;false;hills;1
319;225;156;1;land;false;mountain;1
320;98;232;1;land;false;plains;1
321;92;87;1;land;false;plains;1
322;201;214;1;land;false;mountain;1
323;228;202;1;land;false;plains;1
324;51;204;1;land;false;hills;1
325;114;240;1;land;false;mountain;1
326;210;22;1;land;false;plains;1
