1;supply_node;3503.00;11.70;58.00;-1.57;0
1;supply_node;3788.00;11.00;41.00;-1.57;0
1;supply_node;3374.00;11.70;254.00;-1.57;0
1;supply_node;3782.00;11.20;4.00;-1.57;0
1;supply_node;3613.00;11.50;9.00;-1.57;0
1;supply_node;3460.00;11.60;216.00;-1.57;0
1;supply_node;3406.00;12.10;5.00;-1.57;0
1;supply_node;3545.00;11.50;228.00;-1.57;0
1;supply_node;3249.00;12.20;106.00;-1.57;0
1;supply_node;3223.00;12.20;173.00;-1.57;0
1;supply_node;3464.00;11.80;56.00;-1.57;0
1;supply_node;3559.00;11.50;144.00;-1.57;0
1;supply_node;3341.00;12.10;1.00;-1.57;0
1;supply_node;3310.00;12.10;134.00;-1.57;0
1;supply_node;3558.00;11.50;223.00;-1.57;0
1;supply_node;3605.00;11.60;34.00;-1.57;0
1;supply_node;3282.00;11.90;278.00;-1.57;0
1;supply_node;3353.00;12.10;91.00;-1.57;0
1;supply_node;3285.00;12.10;98.00;-1.57;0
1;supply_node;3755.00;11.20;115.00;-1.57;0
1;supply_node;3213.00;12.20;233.00;-1.57;0
1;supply_node;3442.00;11.60;102.00;-1.57;0
1;supply_node;3210.00;12.20;198.00;-1.57;0
1;supply_node;3335.00;11.70;281.00;-1.57;0
1;supply_node;3621.00;11.20;257.00;-1.57;0
1;supply_node;3372.00;12.10;7.00;-1.57;0
1;supply_node;3732.00;11.50;19.00;-1.57;0
1;supply_node;3689.00;11.40;95.00;-1.57;0
1;supply_node;3467.00;11.60;188.00;-1.57;0
1;supply_node;3300.00;12.20;75.00;-1.57;0
1;supply_node;3501.00;11.50;134.00;-1.57;0
1;supply_node;3456.00;11.70;124.00;-1.57;0
1;supply_node;3334.00;11.90;22.00;-1.57;0
1;supply_node;3237.00;12.10;171.00;-1.57;0
1;supply_node;3583.00;11.50;255.00;-1.57;0
1;supply_node;3527.00;11.50;221.00;-1.57;0
1;supply_node;3799.00;11.20;155.00;-1.57;0
1;supply_node;3784.00;11.10;109.00;-1.57;0
1;supply_node;3787.00;11.20;178.00;-1.57;0
1;supply_node;3389.00;11.80;133.00;-1.57;0
1;supply_node;3518.00;11.60;106.00;-1.57;0
1;supply_node;3253.00;12.20;126.00;-1.57;0
1;supply_node;3387.00;12.00;15.00;-1.57;0
1;supply_node;3405.00;11.70;188.00;-1.57;0
1;supply_node;3610.00;11.50;10.00;-1.57;0
1;supply_node;3654.00;11.40;201.00;-1.57;0
1;supply_node;3489.00;11.50;252.00;-1.57;0
1;supply_node;3239.00;11.90;245.00;-1.57;0
1;supply_node;3339.00;11.90;154.00;-1.57;0
1;supply_node;3669.00;11.40;195.00;-1.57;0
1;supply_node;3631.00;11.40;205.00;-1.57;0
1;supply_node;3465.00;11.70;79.00;-1.57;0
1;supply_node;3348.00;11.90;26.00;-1.57;0
1;supply_node;3643.00;11.40;227.00;-1.57;0
1;supply_node;3535.00;11.50;179.00;-1.57;0
1;supply_node;3773.00;11.20;40.00;-1.57;0
1;supply_node;3351.00;12.00;11.00;-1.57;0
1;supply_node;3340.00;11.80;250.00;-1.57;0
1;supply_node;3412.00;11.70;141.00;-1.57;0
1;supply_node;3434.00;11.60;230.00;-1.57;0
1;supply_node;3441.00;11.80;59.00;-1.57;0
1;supply_node;3786.00;11.20;48.00;-1.57;0
1;supply_node;3404.00;11.80;105.00;-1.57;0
1;supply_node;3688.00;11.30;148.00;-1.57;0
1;supply_node;3648.00;11.40;144.00;-1.57;0
1;supply_node;3566.00;11.70;5.00;-1.57;0
1;supply_node;3736.00;11.40;25.00;-1.57;0
1;supply_node;3341.00;12.10;97.00;-1.57;0
1;supply_node;3404.00;11.80;153.00;-1.57;0
1;supply_node;3417.00;11.60;273.00;-1.57;0
1;supply_node;3743.00;11.20;107.00;-1.57;0
1;supply_node;3541.00;11.50;202.00;-1.57;0
1;supply_node;3397.00;11.80;131.00;-1.57;0
1;supply_node;3591.00;11.50;182.00;-1.57;0
1;supply_node;3633.00;11.50;97.00;-1.57;0
1;supply_node;3742.00;11.50;13.00;-1.57;0
1;supply_node;3453.00;11.60;259.00;-1.57;0
1;supply_node;3664.00;11.50;13.00;-1.57;0
1;supply_node;3575.00;11.50;264.00;-1.57;0
1;supply_node;3341.00;12.00;70.00;-1.57;0
1;supply_node;3774.00;11.20;75.00;-1.57;0
1;supply_node;3755.00;11.20;207.00;-1.57;0
1;supply_node;3568.00;11.60;17.00;-1.57;0
1;supply_node;3408.00;11.70;79.00;-1.57;0
1;supply_node;3612.00;11.50;5.00;-1.57;0
1;supply_node;3602.00;11.50;82.00;-1.57;0
1;supply_node;3498.00;11.50;252.00;-1.57;0
1;supply_node;3262.00;12.20;92.00;-1.57;0
1;supply_node;3315.00;12.10;121.00;-1.57;0
1;supply_node;3466.00;11.60;148.00;-1.57;0
1;supply_node;3279.00;12.10;169.00;-1.57;0
1;supply_node;3225.00;12.20;225.00;-1.57;0
1;supply_node;3621.00;11.50;144.00;-1.57;0
1;supply_node;3742.00;11.20;211.00;-1.57;0
1;supply_node;3430.00;11.60;211.00;-1.57;0
1;supply_node;3613.00;11.40;98.00;-1.57;0
1;supply_node;3498.00;11.70;80.00;-1.57;0
1;supply_node;3512.00;11.70;93.00;-1.57;0
1;supply_node;3661.00;11.50;12.00;-1.57;0
1;supply_node;3613.00;11.50;42.00;-1.57;0
1;supply_node;3497.00;11.70;94.00;-1.57;0
1;supply_node;3691.00;11.30;112.00;-1.57;0
1;supply_node;3289.00;11.90;255.00;-1.57;0
1;supply_node;3636.00;11.50;157.00;-1.57;0
1;supply_node;3302.00;11.90;177.00;-1.57;0
1;supply_node;3464.00;11.60;166.00;-1.57;0
1;supply_node;3630.00;11.50;108.00;-1.57;0
1;supply_node;3566.00;11.60;65.00;-1.57;0
1;supply_node;3515.00;11.90;12.00;-1.57;0
1;supply_node;3214.00;12.20;166.00;-1.57;0
1;supply_node;3568.00;11.50;123.00;-1.57;0
1;supply_node;3628.00;11.50;103.00;-1.57;0
1;supply_node;3488.00;11.70;107.00;-1.57;0
1;supply_node;3628.00;11.50;4.00;-1.57;0
1;supply_node;3318.00;12.10;143.00;-1.57;0
1;supply_node;3347.00;12.00;4.00;-1.57;0
1;supply_node;3725.00;11.50;2.00;-1.57;0
1;supply_node;3487.00;11.90;22.00;-1.57;0
1;supply_node;3495.00;11.70;60.00;-1.57;0
1;supply_node;3479.00;11.50;266.00;-1.57;0
1;supply_node;3641.00;11.50;110.00;-1.57;0
1;supply_node;3260.00;11.90;275.00;-1.57;0
1;supply_node;3681.00;11.50;31.00;-1.57;0
1;supply_node;3729.00;11.30;42.00;-1.57;0
1;supply_node;3315.00;12.10;145.00;-1.57;0
1;supply_node;3379.00;11.70;278.00;-1.57;0
1;supply_node;3383.00;11.70;280.00;-1.57;0
1;supply_node;3427.00;11.60;234.00;-1.57;0
1;supply_node;3525.00;11.60;124.00;-1.57;0
1;supply_node;3219.00;12.20;214.00;-1.57;0
1;supply_node;3333.00;11.90;162.00;-1.57;0
1;supply_node;3218.00;12.20;148.00;-1.57;0
1;supply_node;3348.00;11.90;125.00;-1.57;0
